# Distance(m) MassDensity(kg/m^3)
1567297.3459469189 0.016520577121236481
1574942.698853977 0.016520565957735947
1582588.0517610351 0.016520554739927005
1590233.4046680932 0.016520543467809876
1597878.7575751515 0.01652053214138479
1605524.1104822096 0.016520520760651962
1613169.4633892677 0.01652050932561162
1620814.8162963258 0.016520497836263987
1628460.1692033841 0.016520486292609295
1636105.5221104422 0.016520474694647763
1643750.8750175002 0.016520463042379634
1651396.2279245583 0.016520451335805122
1659041.5808316167 0.016520439574924464
1666686.9337386747 0.016520427759737895
1674332.2866457328 0.016520415890245648
1681977.6395527909 0.016520403966447952
1689622.9924598492 0.016520391988345044
1697268.3453669073 0.016520379955937164
1704913.6982739654 0.016520367869224551
1712559.0511810235 0.016520355728207432
1720204.4040880816 0.016520343532886061
1727849.7569951399 0.016520331283260668
1735495.109902198 0.0165203189793315
1743140.462809256 0.016520306621098792
1750785.8157163141 0.016520294208562797
1758431.1686233724 0.016520281741723753
1766076.5215304305 0.016520269220581914
1773721.8744374886 0.016520256645137524
1781367.2273445467 0.016520244015390824
1789012.580251605 0.016520231331342075
1796657.9331586631 0.016520218592991513
1804303.2860657212 0.016520205800339402
1811948.6389727793 0.016520192953385988
1819593.9918798376 0.016520180052131524
1827239.3447868957 0.01652016709657627
1834884.6976939538 0.016520154086720473
1842530.0506010118 0.016520141022564397
1850175.4035080702 0.016520127904108298
1857820.7564151282 0.016520114731352436
1865466.1093221863 0.016520101504297061
1873111.4622292444 0.016520088222942445
1880756.8151363027 0.016520074887288849
1888402.1680433608 0.016520061497336529
1896047.5209504189 0.016520048053085757
1903692.873857477 0.016520034554536798
1911338.2267645353 0.016520021001689911
1918983.5796715934 0.016520007394545368
1926628.9325786515 0.016519993733103436
1934274.2854857096 0.016519980017364384
1941919.6383927679 0.016519966247328488
1949564.991299826 0.016519952422996014
1957210.344206884 0.016519938544367237
1964855.6971139421 0.016519924611442426
1972501.0500210002 0.016519910624221864
1980146.4029280585 0.01651989658270582
1987791.7558351166 0.016519882486894576
1995437.1087421747 0.016519868336788403
2003082.4616492328 0.016519854132387587
2010727.8145562911 0.016519839873692408
2018373.1674633492 0.016519825560703146
2026018.5203704073 0.016519811193420077
2033663.8732774653 0.016519796771843492
2041309.2261845237 0.016519782295973676
2048954.5790915817 0.016519767765810909
2056599.9319986398 0.016519753181355481
2064245.2849056979 0.01651973854260768
2071890.6378127562 0.016519723849567791
2079535.9907198143 0.016519709102236109
2087181.3436268724 0.016519694300612925
2094826.6965339305 0.016519679444698523
2102472.0494409888 0.016519664534493203
2110117.4023480467 0.016519649569997259
2117762.755255105 0.016519634551210985
2125408.1081621633 0.016519619478134673
2133053.4610692211 0.01651960435076863
2140698.8139762795 0.016519589169113141
2148344.1668833378 0.016519573933168517
2155989.5197903956 0.016519558642935053
2163634.8726974539 0.016519543298413056
2171280.2256045118 0.016519527899602822
2178925.5785115701 0.016519512446504656
2186570.9314186284 0.016519496939118864
2194216.2843256863 0.016519481377445751
2201861.6372327446 0.016519465761485632
2209506.9901398025 0.016519450091238803
2217152.3430468608 0.016519434366705575
2224797.6959539191 0.016519418587886265
2232443.0488609769 0.016519402754781178
2240088.4017680353 0.016519386867390629
2247733.7546750936 0.016519370925714934
2255379.1075821514 0.016519354929754398
2263024.4604892097 0.016519338879509349
2270669.8133962676 0.016519322774980097
2278315.1663033259 0.016519306616166955
2285960.5192103842 0.01651929040307025
2293605.8721174421 0.016519274135690296
2301251.2250245004 0.016519257814027421
2308896.5779315587 0.016519241438081936
2316541.9308386166 0.016519225007854174
2324187.2837456749 0.016519208523344452
2331832.6366527327 0.016519191984553101
2339477.9895597911 0.016519175391480442
2347123.3424668494 0.016519158744126808
2354768.6953739072 0.016519142042492524
2362414.0482809655 0.016519125286577917
2370059.4011880239 0.016519108476383319
2377704.7540950817 0.016519091611909065
2385350.10700214 0.016519074693155483
2392995.4599091979 0.016519057720122906
2400640.8128162562 0.016519040692811675
2408286.1657233145 0.016519023611222119
2415931.5186303724 0.016519006475354581
2423576.8715374307 0.016518989285209399
2431222.224444489 0.016518972040786905
2438867.5773515468 0.016518954742087439
2446512.9302586052 0.016518937389111352
2454158.283165663 0.016518919981858976
2461803.6360727213 0.016518902520330662
2469448.9889797796 0.016518885004526748
2477094.3418868375 0.016518867434447585
2484739.6947938958 0.016518849810093512
2492385.0477009537 0.016518832131464888
2500030.400608012 0.016518814398562051
2507675.7535150703 0.016518796611385358
2515321.1064221282 0.016518778769935152
2522966.4593291865 0.016518760874211797
2530611.8122362448 0.016518742924215631
2538257.1651433026 0.016518724919947016
2545902.518050361 0.016518706861406308
2553547.8709574188 0.016518688748593864
2561193.2238644771 0.016518670581510034
2568838.5767715354 0.016518652360155185
2576483.9296785933 0.016518634084529665
2584129.2825856516 0.016518615754633852
2591774.6354927099 0.01651859737046809
2599419.9883997678 0.016518578932032749
2607065.3413068261 0.01651856043932819
2614710.694213884 0.016518541892354788
2622356.0471209423 0.016518523291112894
2630001.4000280006 0.016518504635602883
2637646.7529350584 0.016518485925825121
2645292.1058421168 0.01651846716177998
2652937.4587491751 0.016518448343467822
2660582.8116562329 0.016518429470889027
2668228.1645632912 0.01651841054404396
2675873.5174703491 0.016518391562933003
2683518.8703774074 0.016518372527556519
2691164.2232844657 0.016518353437914891
2698809.5761915236 0.016518334294008501
2706454.9290985819 0.016518315095837708
2714100.2820056397 0.016518295843402905
2721745.6349126981 0.016518276536704474
2729390.9878197564 0.016518257175742783
2737036.3407268142 0.016518237760518226
2744681.6936338725 0.016518218291031176
2752327.0465409309 0.016518198767282027
2759972.3994479887 0.016518179189271159
2767617.752355047 0.016518159556998951
2775263.1052621049 0.016518139870465801
2782908.4581691632 0.016518120129672093
2790553.8110762215 0.016518100334618216
2798199.1639832794 0.016518080485304561
2805844.5168903377 0.016518060581731518
2813489.869797396 0.016518040623899478
2821135.2227044539 0.016518020611808841
2828780.5756115122 0.016518000545459995
2836425.92851857 0.016517980424853342
2844071.2814256283 0.016517960249989271
2851716.6343326867 0.016517940020868181
2859361.9872397445 0.016517919737490477
2867007.3401468028 0.016517899399856553
2874652.6930538611 0.016517879007966814
2882298.045960919 0.016517858561821658
2889943.3988679773 0.0165178380614215
2897588.7517750352 0.016517817506766726
2905234.1046820935 0.016517796897857751
2912879.4575891518 0.016517776234694984
2920524.8104962097 0.016517755517278826
2928170.163403268 0.016517734745609688
2935815.5163103258 0.016517713919687982
2943460.8692173841 0.016517693039514114
2951106.2221244425 0.016517672105088498
2958751.5750315003 0.016517651116411552
2966396.9279385586 0.016517630073483679
2974042.2808456169 0.0165176089763053
2981687.6337526748 0.016517587824876834
2989332.9866597331 0.016517566619198693
2996978.339566791 0.016517545359271295
3004623.6924738493 0.016517524045095062
3012269.0453809076 0.016517502676670417
3019914.3982879655 0.016517481253997768
3027559.7511950238 0.016517459777077553
3035205.1041020821 0.01651743824591019
3042850.4570091399 0.016517416660496102
3050495.8099161983 0.016517395020835716
3058141.1628232561 0.016517373326929458
3065786.5157303144 0.016517351578777751
3073431.8686373727 0.016517329776381033
3081077.2215444306 0.016517307919739727
3088722.5744514889 0.016517286008854267
3096367.9273585472 0.016517264043725083
3104013.2802656051 0.016517242024352608
3111658.6331726634 0.01651721995073728
3119303.9860797212 0.016517197822879529
3126949.3389867796 0.016517175640779792
3134594.6918938379 0.016517153404438514
3142240.0448008957 0.016517131113856127
3149885.397707954 0.016517108769033062
3157530.7506150124 0.016517086369969774
3165176.1035220702 0.016517063916666699
3172821.4564291285 0.016517041409124283
3180466.8093361864 0.016517018847342961
3188112.1622432447 0.016516996231323185
3195757.515150303 0.016516973561065396
3203402.8680573609 0.016516950836570048
3211048.2209644192 0.016516928057837586
3218693.573871477 0.016516905224868449
3226338.9267785354 0.016516882337663106
3233984.2796855937 0.016516859396221995
3241629.6325926515 0.016516836400545569
3249274.9854997098 0.016516813350634284
3256920.3384067682 0.01651679024648859
3264565.691313826 0.016516767088108952
3272211.0442208843 0.016516743875495822
3279856.3971279422 0.016516720608649654
3287501.7500350005 0.016516697287570912
3295147.1029420588 0.016516673912260051
3302792.4558491167 0.016516650482717533
3310437.808756175 0.016516626998943823
3318083.1616632333 0.016516603460939382
3325728.5145702912 0.016516579868704671
3333373.8674773495 0.016516556222240159
3341019.2203844073 0.01651653252154631
3348664.5732914656 0.01651650876662359
3356309.926198524 0.016516484957472474
3363955.2791055818 0.016516461094093424
3371600.6320126401 0.016516437176486914
3379245.9849196984 0.016516413204653413
3386891.3378267563 0.016516389178593393
3394536.6907338146 0.016516365098307336
3402182.0436408725 0.016516340963795707
3409827.3965479308 0.016516316775058982
3417472.7494549891 0.016516292532097646
3425118.1023620469 0.016516268234912167
3432763.4552691053 0.016516243883503028
3440408.8081761631 0.016516219477870714
3448054.1610832214 0.016516195018015697
3455699.5139902798 0.016516170503938468
3463344.8668973376 0.016516145935639503
3470990.2198043959 0.016516121313119293
3478635.5727114542 0.016516096636378312
3486280.9256185121 0.016516071905417061
3493926.2785255704 0.016516047120236018
3501571.6314326283 0.016516022280835672
3509216.9843396866 0.01651599738721652
3516862.3372467449 0.016515972439379037
3524507.6901538027 0.016515947437323736
3532153.0430608611 0.016515922381051092
3539798.3959679194 0.016515897270561609
3547443.7488749772 0.016515872105855773
3555089.1017820355 0.016515846886934093
3562734.4546890934 0.016515821613797055
3570379.8075961517 0.016515796286445159
3578025.16050321 0.016515770904878907
3585670.5134102679 0.0165157454690988
3593315.8663173262 0.016515719979105333
3600961.2192243845 0.016515694434899017
3608606.5721314424 0.016515668836480348
3616251.9250385007 0.016515643183849842
3623897.2779455585 0.016515617477007988
3631542.6308526169 0.016515591715955305
3639187.9837596752 0.016515565900692291
3646833.336666733 0.016515540031219467
3654478.6895737913 0.016515514107537332
3662124.0424808497 0.016515488129646407
3669769.3953879075 0.016515462097547194
3677414.7482949658 0.016515436011240208
3685060.1012020237 0.016515409870725972
3692705.454109082 0.01651538367600499
3700350.8070161403 0.016515357427077784
3707996.1599231982 0.016515331123944873
3715641.5128302565 0.016515304766606766
3723286.8657373143 0.016515278355063993
3730932.2186443727 0.016515251889317073
3738577.571551431 0.016515225369366525
3746222.9244584888 0.016515198795212866
3753868.2773655471 0.016515172166856631
3761513.6302726055 0.016515145484298339
3769158.9831796633 0.016515118747538513
3776804.3360867216 0.016515091956577684
3784449.6889937795 0.016515065111416379
3792095.0419008378 0.016515038212055126
3799740.3948078961 0.016515011258494462
3807385.747714954 0.016514984250734908
3815031.1006220123 0.016514957188776998
3822676.4535290706 0.016514930072621271
3830321.8064361284 0.016514902902268262
3837967.1593431868 0.016514875677718498
3845612.5122502446 0.016514848398972517
3853257.8651573029 0.01651482106603086
3860903.2180643613 0.016514793678894073
3868548.5709714191 0.016514766237562682
3876193.9238784774 0.016514738742037238
3883839.2767855357 0.016514711192318277
3891484.6296925936 0.016514683588406343
3899129.9825996519 0.016514655930301977
3906775.3355067098 0.016514628218005731
3914420.6884137681 0.01651460045151815
3922066.0413208264 0.016514572630839774
3929711.3942278842 0.016514544755971156
3937356.7471349426 0.016514516826912847
3945002.1000420004 0.016514488843665399
3952647.4529490587 0.016514460806229352
3960292.805856117 0.016514432714605277
3967938.1587631749 0.016514404568793706
3975583.5116702332 0.01651437636879521
3983228.8645772915 0.016514348114610337
3990874.2174843494 0.016514319806239651
3998519.5703914077 0.016514291443683701
4006164.9232984656 0.016514263026943053
4013810.2762055239 0.016514234556018258
4021455.6291125822 0.016514206030909882
4029100.98201964 0.016514177451618491
4036746.3349266984 0.016514148818144649
4044391.6878337567 0.016514120130488905
4052037.0407408145 0.016514091388651848
4059682.3936478728 0.016514062592634021
4067327.7465549307 0.016514033742436006
4074973.099461989 0.016514004838058371
4082618.4523690473 0.016513975879501677
4090263.8052761052 0.016513946866766497
4097909.1581831635 0.016513917799853412
4105554.5110902218 0.016513888678762981
4113199.8639972797 0.016513859503495789
4120845.216904338 0.016513830274052409
4128490.5698113958 0.016513800990433408
4136135.9227184542 0.016513771652639373
4143781.2756255125 0.016513742260670872
4151426.6285325703 0.016513712814528497
4159071.9814396286 0.01651368331421282
4166717.3343466865 0.016513653759724422
4174362.6872537448 0.016513624151063888
4182008.0401608031 0.016513594488231802
4189653.393067861 0.016513564771228745
4197298.7459749188 0.016513535000055306
4204944.0988819776 0.016513505174712065
4212589.4517890355 0.016513475295199618
4220234.8046960933 0.016513445361518549
4227880.1576031521 0.016513415373669453
4235525.5105102099 0.016513385331652908
4243170.8634172678 0.016513355235469519
4250816.2163243266 0.016513325085119879
4258461.5692313844 0.01651329488060457
4266106.9221384423 0.016513264621924199
4273752.2750455011 0.016513234309079354
4281397.6279525589 0.016513203942070641
4289042.9808596168 0.016513173520898646
4296688.3337666756 0.016513143045563974
4304333.6866737334 0.016513112516067237
4311979.0395807913 0.016513081932409013
4319624.3924878491 0.016513051294589926
4327269.7453949079 0.016513020602610569
4334915.0983019657 0.016512989856471552
4342560.4512090236 0.016512959056173473
4350205.8041160824 0.016512928201716948
4357851.1570231402 0.016512897293102572
4365496.5099301981 0.016512866330330965
4373141.8628372569 0.016512835313402734
4380787.2157443147 0.016512804242318494
4388432.5686513726 0.016512773117078848
4396077.9215584313 0.016512741937684414
4403723.2744654892 0.016512710704135812
4411368.6273725471 0.016512679416433647
4419013.9802796049 0.016512648074578536
4426659.3331866637 0.016512616678571103
4434304.6860937215 0.016512585228411963
4441950.0390007794 0.01651255372410174
4449595.3919078382 0.016512522165641048
4457240.744814896 0.016512490553030511
4464886.0977219539 0.016512458886270752
4472531.4506290127 0.01651242716536239
4480176.8035360705 0.016512395390306061
4487822.1564431284 0.016512363561102385
4495467.5093501871 0.016512331677751985
4503112.862257245 0.016512299740255493
4510758.2151643028 0.016512267748613536
4518403.5680713616 0.016512235702826748
4526048.9209784195 0.016512203602895757
4533694.2738854773 0.016512171448821195
4541339.6267925352 0.016512139240603699
4548984.979699594 0.016512106978243898
4556630.3326066518 0.01651207466174243
4564275.6855137097 0.01651204229109994
4571921.0384207685 0.01651200986631705
4579566.3913278263 0.016511977387394405
4587211.7442348842 0.016511944854332647
4594857.0971419429 0.016511912267132417
4602502.4500490008 0.016511879625794357
4610147.8029560586 0.016511846930319103
4617793.1558631174 0.016511814180707306
4625438.5087701753 0.016511781376959613
4633083.8616772331 0.01651174851907666
4640729.2145842919 0.016511715607059101
4648374.5674913498 0.016511682640907587
4656019.9203984076 0.016511649620622765
4663665.2733054655 0.016511616546205282
4671310.6262125243 0.016511583417655792
4678955.9791195821 0.016511550234974946
4686601.33202664 0.0165115169981634
4694246.6849336987 0.016511483707221806
4701892.0378407566 0.01651145036215082
4709537.3907478144 0.016511416962951098
4717182.7436548732 0.016511383509623303
4724828.0965619311 0.016511350002168086
4732473.4494689889 0.016511316440586118
4740118.8023760477 0.016511282824878046
4747764.1552831056 0.016511249155044542
4755409.5081901634 0.016511215431086267
4763054.8610972213 0.016511181653003883
4770700.21400428 0.016511147820798058
4778345.5669113379 0.016511113934469451
4785990.9198183957 0.016511079994018733
4793636.2727254545 0.016511045999446583
4801281.6256325124 0.016511011950753659
4808926.9785395702 0.016510977847940631
4816572.331446629 0.016510943691008181
4824217.6843536869 0.016510909479956964
4831863.0372607447 0.016510875214787672
4839508.3901678035 0.016510840895500967
4847153.7430748614 0.016510806522097531
4854799.0959819192 0.016510772094578043
4862444.448888978 0.016510737612943173
4870089.8017960358 0.016510703077193611
4877735.1547030937 0.016510668487330019
4885380.5076101515 0.016510633843353099
4893025.8605172103 0.016510599145263521
4900671.2134242682 0.01651056439306197
4908316.566331326 0.016510529586749135
4915961.9192383848 0.016510494726325695
4923607.2721454427 0.01651045981179234
4931252.6250525005 0.016510424843149758
4938897.9779595593 0.016510389820398635
4946543.3308666172 0.016510354743539658
4954188.683773675 0.016510319612573526
4961834.0366807338 0.016510284427500924
4969479.3895877916 0.016510249188322546
4977124.7424948495 0.016510213895039091
4984770.0954019073 0.016510178547651244
4992415.4483089661 0.016510143146159711
5000060.801216024 0.016510107690565184
5007706.1541230818 0.016510072180868363
5015351.5070301406 0.016510036617069943
5022996.8599371985 0.016510000999170629
5030642.2128442563 0.016509965327171118
5038287.5657513151 0.016509929601072119
5045932.9186583729 0.016509893820874328
5053578.2715654308 0.016509857986578454
5061223.6244724896 0.0165098220981852
5068868.9773795474 0.016509786155695275
5076514.3302866053 0.016509750159109386
5084159.6831936641 0.01650971410842824
5091805.0361007219 0.016509678003652547
5099450.3890077798 0.016509641844783023
5107095.7419148376 0.01650960563182037
5114741.0948218964 0.01650956936476531
5122386.4477289543 0.016509533043618553
5130031.8006360121 0.016509496668380818
5137677.1535430709 0.016509460239052812
5145322.5064501287 0.016509423755635261
5152967.8593571866 0.016509387218128876
5160613.2122642454 0.016509350626534386
5168258.5651713032 0.016509313980852505
5175903.9180783611 0.016509277281083954
5183549.2709854199 0.016509240527229452
5191194.6238924777 0.016509203719289732
5198839.9767995356 0.016509166857265514
5206485.3297065934 0.016509129941157524
5214130.6826136522 0.016509092970966487
5221776.0355207101 0.016509055946693132
5229421.3884277679 0.016509018868338186
5237066.7413348267 0.01650898173590239
5244712.0942418845 0.016508944549386454
5252357.4471489424 0.016508907308791124
5260002.8000560012 0.016508870014117136
5267648.152963059 0.016508832665365219
5275293.5058701169 0.016508795262536107
5282938.8587771757 0.016508757805630533
5290584.2116842335 0.016508720294649244
5298229.5645912914 0.016508682729592973
5305874.9174983501 0.016508645110462454
5313520.270405408 0.016508607437258436
5321165.6233124658 0.016508569709981658
5328810.9762195237 0.016508531928632865
5336456.3291265825 0.016508494093212794
5344101.6820336403 0.016508456203722197
5351747.0349406982 0.016508418260161813
5359392.387847757 0.016508380262532395
5367037.7407548148 0.016508342210834685
5374683.0936618727 0.016508304105069441
5382328.4465689315 0.0165082659452374
5389973.7994759893 0.016508227731339326
5397619.1523830472 0.016508189463375962
5405264.5052901059 0.016508151141348071
5412909.8581971638 0.016508112765256395
5420555.2111042216 0.016508074335101694
5428200.5640112795 0.016508035850884728
5435845.9169183383 0.016507997312606257
5443491.2698253961 0.016507958720267026
5451136.622732454 0.016507920073867807
5458781.9756395128 0.016507881373409358
5466427.3285465706 0.016507842618892436
5474072.6814536285 0.016507803810317811
5481718.0343606872 0.01650776494768624
5489363.3872677451 0.016507726030998492
5497008.740174803 0.016507687060255332
5504654.0930818617 0.016507648035457526
5512299.4459889196 0.016507608956605843
5519944.7988959774 0.016507569823701055
5527590.1518030362 0.016507530636743924
5535235.5047100941 0.016507491395735228
5542880.8576171519 0.016507452100675741
5550526.2105242098 0.016507412751566225
5558171.5634312686 0.016507373348407468
5565816.9163383264 0.016507333891200234
5573462.2692453843 0.01650729437994531
5581107.622152443 0.01650725481464347
5588752.9750595009 0.01650721519529549
5596398.3279665587 0.016507175521902149
5604043.6808736175 0.01650713579446423
5611689.0337806754 0.016507096012982513
5619334.3866877332 0.016507056177457784
5626979.739594792 0.016507016287890825
5634625.0925018499 0.016506976344282422
5642270.4454089077 0.016506936346633361
5649915.7983159656 0.016506896294944427
5657561.1512230244 0.016506856189216407
5665206.5041300822 0.016506816029450096
5672851.8570371401 0.016506775815646278
5680497.2099441988 0.016506735547805747
5688142.5628512567 0.016506695225929298
5695787.9157583145 0.016506654850017718
5703433.2686653733 0.01650661442007181
5711078.6215724312 0.01650657393609236
5718723.974479489 0.016506533398080173
5726369.3273865478 0.016506492806036041
5734014.6802936057 0.016506452159960768
5741660.0332006635 0.016506411459855146
5749305.3861077223 0.016506370705719982
5756950.7390147801 0.016506329897556075
5764596.091921838 0.016506289035364229
5772241.4448288959 0.01650624811914525
5779886.7977359546 0.016506207148899943
5787532.1506430125 0.016506166124629108
5795177.5035500703 0.016506125046333558
5802822.8564571291 0.016506083914014105
5810468.209364187 0.016506042727671547
5818113.5622712448 0.016506001487306705
5825758.9151783036 0.016505960192920378
5833404.2680853615 0.016505918844513391
5841049.6209924193 0.016505877442086554
5848694.9738994781 0.016505835985640677
5856340.3268065359 0.016505794475176579
5863985.6797135938 0.016505752910695077
5871631.0326206516 0.016505711292196988
5879276.3855277104 0.016505669619683132
5886921.7384347683 0.016505627893154327
5894567.0913418261 0.016505586112611395
5902212.4442488849 0.016505544278055159
5909857.7971559428 0.016505502389486434
5917503.1500630006 0.01650546044690606
5925148.5029700594 0.016505418450314845
5932793.8558771173 0.016505376399713629
5940439.2087841751 0.01650533429510323
5948084.5616912339 0.016505292136484485
5955729.9145982917 0.016505249923858208
5963375.2675053496 0.016505207657225247
5971020.6204124084 0.016505165336586424
5978665.9733194662 0.016505122961942571
5986311.3262265241 0.016505080533294528
5993956.6791335819 0.016505038050643121
